route_id,service_id,trip_id,trip_headsign,shape_id
V1-17-36,2694,4337890,Seminari - CEU,48
V1-17-39,2694,4337891,Bétera,48
V1-39-17,2694,4337433,Torrent,2
V1-1-36,2694,4337892,Seminari - CEU,48
V1-36-17,2694,4337434,Torrent,2
V1-17-39,2694,4337893,Bétera,48
V1-36-1,2694,4337435,Castelló,2
V1-17-36,2694,4337894,Seminari - CEU,48
V1-39-17,2694,4337436,Torrent,2
V1-1-39,2694,4337895,Bétera,48
V1-36-17,2694,4337437,Torrent,2
V1-39-1,2694,4337438,Castelló,2
V1-17-36,2694,4337896,Seminari - CEU,48
V1-36-13,2694,4337439,Picassent,2
V1-17-39,2694,4337897,Bétera,48
V1-1-36,2694,4337898,Seminari - CEU,48
V1-39-17,2694,4337440,Torrent,2
V1-36-1,2694,4337441,Castelló,2
V1-17-39,2694,4337899,Bétera,48
V1-36-13,2694,4337442,Picassent,2
V1-17-36,2694,4337900,Seminari - CEU,48
V1-1-39,2694,4337901,Bétera,48
V1-39-17,2694,4337443,Torrent,2
V1-17-36,2694,4337902,Seminari - CEU,48
V1-36-1,2694,4337444,Castelló,2
V1-13-39,2694,4337903,Bétera,48
V1-39-13,2694,4337445,Picassent,2
V1-39-17,2694,4337446,Torrent,2
V1-1-36,2694,4337904,Seminari - CEU,48
V1-36-5,2694,4337447,L'Alcúdia,2
V1-17-39,2694,4337905,Bétera,48
V1-13-29,2694,4337906,Empalme,48
V1-39-17,2694,4337448,Torrent,2
V1-1-36,2694,4337907,Seminari - CEU,48
V1-36-13,2694,4337449,Picassent,2
V1-17-39,2694,4337908,Bétera,48
V1-39-20,2694,4337450,València Sud,2
V1-13-20,2694,4337909,València Sud,2
V1-39-107,2694,4337451,Torrent Avinguda,2
V2-20-107,2694,4337452,Torrent Avinguda,1
V2-20-54,2694,4337910,Llíria,47
V2-20-107,2694,4337453,Torrent Avinguda,1
V2-20-44,2694,4337911,Paterna,47
V2-107-54,2694,4337912,Llíria,47
V2-44-107,2694,4337454,Torrent Avinguda,1
V2-20-107,2694,4337455,Torrent Avinguda,1
V2-20-54,2694,4337913,Llíria,47
V2-44-107,2694,4337456,Torrent Avinguda,1
V2-20-107,2694,4337457,Torrent Avinguda,1
V2-107-54,2694,4337914,Llíria,47
V2-44-107,2694,4337458,Torrent Avinguda,1
V2-20-54,2694,4337915,Llíria,47
V2-54-107,2694,4337459,Torrent Avinguda,1
V2-20-44,2694,4337916,Paterna,47
V2-44-107,2694,4337460,Torrent Avinguda,1
V2-107-54,2694,4337917,Llíria,47
V2-54-107,2694,4337461,Torrent Avinguda,1
V2-107-54,2694,4337918,Llíria,47
V2-54-107,2694,4337462,Torrent Avinguda,1
V2-107-54,2694,4337919,Llíria,47
V2-54-107,2694,4337463,Torrent Avinguda,1
V2-107-54,2694,4337920,Llíria,47
V2-54-107,2694,4337464,Torrent Avinguda,1
V2-107-54,2694,4337921,Llíria,47
V2-54-107,2694,4337465,Torrent Avinguda,1
V2-107-44,2694,4337922,Paterna,47
V2-44-20,2694,4337466,València Sud,1
V2-107-54,2694,4337923,Llíria,47
V2-54-107,2694,4337467,Torrent Avinguda,1
V2-107-44,2694,4337924,Paterna,47
V2-54-107,2694,4337468,Torrent Avinguda,1
V2-107-54,2694,4337925,Llíria,47
V2-44-20,2694,4337469,València Sud,1
V2-107-44,2694,4337926,Paterna,47
V2-54-107,2694,4337470,Torrent Avinguda,1
V2-107-54,2694,4337927,Llíria,47
V2-54-107,2694,4337471,Torrent Avinguda,1
V2-107-44,2694,4337928,Paterna,47
V2-44-107,2694,4337472,Torrent Avinguda,1
V2-107-54,2694,4337929,Llíria,47
V2-54-107,2694,4337473,Torrent Avinguda,1
V2-107-44,2694,4337930,Paterna,47
V2-44-107,2694,4337474,Torrent Avinguda,1
V2-107-54,2694,4337931,Llíria,47
V2-54-107,2694,4337475,Torrent Avinguda,1
V2-107-44,2694,4337932,Paterna,47
V2-44-107,2694,4337476,Torrent Avinguda,1
V2-107-54,2694,4337933,Llíria,47
V2-54-107,2694,4337477,Torrent Avinguda,1
V2-107-44,2694,4337934,Paterna,47
V2-44-107,2694,4337478,Torrent Avinguda,1
V2-107-54,2694,4337935,Llíria,47
V2-54-107,2694,4337479,Torrent Avinguda,1
V2-107-44,2694,4337936,Paterna,47
V2-44-107,2694,4337480,Torrent Avinguda,1
V2-107-54,2694,4337937,Llíria,47
V2-54-107,2694,4337481,Torrent Avinguda,1
V2-107-44,2694,4337938,Paterna,47
V2-44-107,2694,4337482,Torrent Avinguda,1
V2-107-54,2694,4337939,Llíria,47
V2-54-107,2694,4337483,Torrent Avinguda,1
V2-107-44,2694,4337940,Paterna,47
V2-44-107,2694,4337484,Torrent Avinguda,1
V2-107-54,2694,4337941,Llíria,47
V2-54-107,2694,4337485,Torrent Avinguda,1
V2-107-44,2694,4337942,Paterna,47
V2-44-107,2694,4337486,Torrent Avinguda,1
V2-107-54,2694,4337943,Llíria,47
V2-54-107,2694,4337487,Torrent Avinguda,1
V2-107-44,2694,4337944,Paterna,47
V2-44-107,2694,4337488,Torrent Avinguda,1
V2-107-54,2694,4337945,Llíria,47
V2-54-107,2694,4337489,Torrent Avinguda,1
V2-107-54,2694,4337946,Llíria,47
V2-44-107,2694,4337490,Torrent Avinguda,1
V2-20-44,2694,4337947,Paterna,47
V2-54-107,2694,4337491,Torrent Avinguda,1
V2-107-54,2694,4337948,Llíria,47
V2-44-107,2694,4337492,Torrent Avinguda,1
V2-20-44,2694,4337949,Paterna,47
V2-54-107,2694,4337493,Torrent Avinguda,1
V2-107-54,2694,4337950,Llíria,47
V2-44-107,2694,4337494,Torrent Avinguda,1
V2-107-54,2694,4337951,Llíria,47
V2-54-107,2694,4337495,Torrent Avinguda,1
V2-107-44,2694,4337952,Paterna,47
V2-44-20,2694,4337496,València Sud,1
V2-107-54,2694,4337953,Llíria,47
V2-54-107,2694,4337497,Torrent Avinguda,1
V2-107-44,2694,4337954,Paterna,47
V2-54-107,2694,4337498,Torrent Avinguda,1
V2-107-54,2694,4337955,Llíria,47
V2-44-20,2694,4337499,València Sud,1
V2-107-44,2694,4337956,Paterna,47
V2-54-107,2694,4337500,Torrent Avinguda,1
V2-107-54,2694,4337957,Llíria,47
V2-54-107,2694,4337501,Torrent Avinguda,1
V2-107-44,2694,4337958,Paterna,47
V2-44-107,2694,4337502,Torrent Avinguda,1
V2-107-54,2694,4337959,Llíria,47
V2-54-107,2694,4337503,Torrent Avinguda,1
V2-107-44,2694,4337960,Paterna,47
V2-44-107,2694,4337504,Torrent Avinguda,1
V2-107-54,2694,4337961,Llíria,47
V2-54-107,2694,4337505,Torrent Avinguda,1
V2-107-44,2694,4337962,Paterna,47
V2-44-107,2694,4337506,Torrent Avinguda,1
V2-107-54,2694,4337963,Llíria,47
V2-54-107,2694,4337507,Torrent Avinguda,1
V2-107-44,2694,4337964,Paterna,47
V2-44-107,2694,4337508,Torrent Avinguda,1
V2-107-54,2694,4337965,Llíria,47
V2-54-107,2694,4337509,Torrent Avinguda,1
V2-107-44,2694,4337966,Paterna,47
V2-44-107,2694,4337510,Torrent Avinguda,1
V2-107-54,2694,4337967,Llíria,47
V2-54-107,2694,4337511,Torrent Avinguda,1
V2-107-44,2694,4337968,Paterna,47
V2-44-107,2694,4337512,Torrent Avinguda,1
V2-54-107,2694,4337513,Torrent Avinguda,1
V2-107-54,2694,4337969,Llíria,47
V2-44-107,2694,4337514,Torrent Avinguda,1
V2-107-44,2694,4337970,Paterna,47
V2-54-107,2694,4337515,Torrent Avinguda,1
V2-44-107,2694,4337516,Torrent Avinguda,1
V2-107-54,2694,4337971,Llíria,47
V2-54-107,2694,4337517,Torrent Avinguda,1
V2-107-44,2694,4337972,Paterna,47
V2-44-107,2694,4337518,Torrent Avinguda,1
V2-107-54,2694,4337973,Llíria,47
V2-54-107,2694,4337519,Torrent Avinguda,1
V2-107-44,2694,4337974,Paterna,47
V2-107-54,2694,4337975,Llíria,47
V2-44-107,2694,4337520,Torrent Avinguda,1
V2-107-44,2694,4337976,Paterna,47
V2-54-107,2694,4337521,Torrent Avinguda,1
V2-107-54,2694,4337977,Llíria,47
V2-107-20,2694,4337978,València Sud,1
V2-44-20,2694,4337522,València Sud,1
V2-107-54,2694,4337979,Llíria,47
V2-54-107,2694,4337523,Torrent Avinguda,1
V2-107-29,2694,4337980,Empalme,47
V2-29-20,2694,4337524,València Sud,1
V2-107-20,2694,4337981,València Sud,1
V2-54-107,2694,4337525,Torrent Avinguda,1
V2-107-54,2694,4337982,Llíria,47
V2-54-107,2694,4337526,Torrent Avinguda,1
V2-107-20,2694,4337983,València Sud,1
V2-54-20,2694,4337527,València Sud,1
V2-54-107,2694,4337528,Torrent Avinguda,1
V3-66-64,2694,4337984,Rafelbunyol,43
V3-66-182,2694,4337529,Aeroport,3
V3-73-64,2694,4337985,Rafelbunyol,43
V3-66-73,2694,4337530,Av. del Cid,3
V3-182-64,2694,4337986,Rafelbunyol,43
V3-66-182,2694,4337531,Aeroport,3
V3-182-64,2694,4337987,Rafelbunyol,43
V3-64-182,2694,4337532,Aeroport,3
V3-66-64,2694,4337988,Rafelbunyol,43
V3-64-182,2694,4337533,Aeroport,3
V3-182-64,2694,4337989,Rafelbunyol,43
V3-66-182,2694,4337534,Aeroport,3
V3-66-64,2694,4337990,Rafelbunyol,43
V3-64-182,2694,4337535,Aeroport,3
V3-182-64,2694,4337991,Rafelbunyol,43
V3-56-182,2694,4337536,Aeroport,3
V3-182-64,2694,4337992,Rafelbunyol,43
V3-64-182,2694,4337537,Aeroport,3
V3-182-64,2694,4337993,Rafelbunyol,43
V3-64-182,2694,4337538,Aeroport,3
V3-182-64,2694,4337994,Rafelbunyol,43
V3-64-182,2694,4337539,Aeroport,3
V3-182-64,2694,4337995,Rafelbunyol,43
V3-64-182,2694,4337540,Aeroport,3
V3-182-64,2694,4337996,Rafelbunyol,43
V3-64-182,2694,4337541,Aeroport,3
V3-182-64,2694,4337997,Rafelbunyol,43
V3-64-182,2694,4337542,Aeroport,3
V3-182-64,2694,4337998,Rafelbunyol,43
V3-64-182,2694,4337543,Aeroport,3
V3-182-64,2694,4337999,Rafelbunyol,43
V3-64-182,2694,4337544,Aeroport,3
V3-182-64,2694,4338000,Rafelbunyol,43
V3-64-182,2694,4337545,Aeroport,3
V3-182-64,2694,4338001,Rafelbunyol,43
V3-64-182,2694,4337546,Aeroport,3
V3-182-64,2694,4338002,Rafelbunyol,43
V3-64-182,2694,4337547,Aeroport,3
V3-182-64,2694,4338003,Rafelbunyol,43
V3-64-182,2694,4337548,Aeroport,3
V3-182-64,2694,4338004,Rafelbunyol,43
V3-64-182,2694,4337549,Aeroport,3
V3-182-64,2694,4338005,Rafelbunyol,43
V3-64-182,2694,4337550,Aeroport,3
V3-182-64,2694,4338006,Rafelbunyol,43
V3-64-182,2694,4337551,Aeroport,3
V3-182-64,2694,4338007,Rafelbunyol,43
V3-64-182,2694,4337552,Aeroport,3
V3-182-64,2694,4338008,Rafelbunyol,43
V3-64-182,2694,4337553,Aeroport,3
V3-182-64,2694,4338009,Rafelbunyol,43
V3-64-182,2694,4337554,Aeroport,3
V3-182-64,2694,4338010,Rafelbunyol,43
V3-64-182,2694,4337555,Aeroport,3
V3-182-64,2694,4338011,Rafelbunyol,43
V3-64-182,2694,4337556,Aeroport,3
V3-182-64,2694,4338012,Rafelbunyol,43
V3-64-182,2694,4337557,Aeroport,3
V3-182-64,2694,4338013,Rafelbunyol,43
V3-64-182,2694,4337558,Aeroport,3
V3-182-64,2694,4338014,Rafelbunyol,43
V3-64-182,2694,4337559,Aeroport,3
V3-182-64,2694,4338015,Rafelbunyol,43
V3-64-182,2694,4337560,Aeroport,3
V3-182-64,2694,4338016,Rafelbunyol,43
V3-64-182,2694,4337561,Aeroport,3
V3-182-64,2694,4338017,Rafelbunyol,43
V3-64-182,2694,4337562,Aeroport,3
V3-182-64,2694,4338018,Rafelbunyol,43
V3-64-182,2694,4337563,Aeroport,3
V3-182-64,2694,4338019,Rafelbunyol,43
V3-64-182,2694,4337564,Aeroport,3
V3-182-64,2694,4338020,Rafelbunyol,43
V3-64-182,2694,4337565,Aeroport,3
V3-182-64,2694,4338021,Rafelbunyol,43
V3-64-182,2694,4337566,Aeroport,3
V3-182-64,2694,4338022,Rafelbunyol,43
V3-64-182,2694,4337567,Aeroport,3
V3-182-64,2694,4338023,Rafelbunyol,43
V3-64-182,2694,4337568,Aeroport,3
V3-182-64,2694,4338024,Rafelbunyol,43
V3-64-182,2694,4337569,Aeroport,3
V3-182-64,2694,4338025,Rafelbunyol,43
V3-64-182,2694,4337570,Aeroport,3
V3-182-64,2694,4338026,Rafelbunyol,43
V3-64-182,2694,4337571,Aeroport,3
V3-182-64,2694,4338027,Rafelbunyol,43
V3-64-182,2694,4337572,Aeroport,3
V3-182-64,2694,4338028,Rafelbunyol,43
V3-64-182,2694,4337573,Aeroport,3
V3-182-64,2694,4338029,Rafelbunyol,43
V3-64-182,2694,4337574,Aeroport,3
V3-182-64,2694,4338030,Rafelbunyol,43
V3-64-182,2694,4337575,Aeroport,3
V3-182-64,2694,4338031,Rafelbunyol,43
V3-64-182,2694,4337576,Aeroport,3
V3-182-64,2694,4338032,Rafelbunyol,43
V3-64-182,2694,4337577,Aeroport,3
V3-182-64,2694,4338033,Rafelbunyol,43
V3-64-182,2694,4337578,Aeroport,3
V3-182-64,2694,4338034,Rafelbunyol,43
V3-64-182,2694,4337579,Aeroport,3
V3-182-64,2694,4338035,Rafelbunyol,43
V3-64-182,2694,4337580,Aeroport,3
V3-182-64,2694,4338036,Rafelbunyol,43
V3-64-182,2694,4337581,Aeroport,3
V3-182-64,2694,4338037,Rafelbunyol,43
V3-64-182,2694,4337582,Aeroport,3
V3-182-64,2694,4338038,Rafelbunyol,43
V3-64-182,2694,4337583,Aeroport,3
V3-182-64,2694,4338039,Rafelbunyol,43
V3-64-182,2694,4337584,Aeroport,3
V3-182-64,2694,4338040,Rafelbunyol,43
V3-64-182,2694,4337585,Aeroport,3
V3-182-64,2694,4338041,Rafelbunyol,43
V3-64-182,2694,4337586,Aeroport,3
V3-182-64,2694,4338042,Rafelbunyol,43
V3-64-182,2694,4337587,Aeroport,3
V3-182-64,2694,4338043,Rafelbunyol,43
V3-64-182,2694,4337588,Aeroport,3
V3-182-64,2694,4338044,Rafelbunyol,43
V3-64-182,2694,4337589,Aeroport,3
V3-182-64,2694,4338045,Rafelbunyol,43
V3-64-182,2694,4337590,Aeroport,3
V3-182-64,2694,4338046,Rafelbunyol,43
V3-64-182,2694,4337591,Aeroport,3
V3-182-64,2694,4338047,Rafelbunyol,43
V3-64-182,2694,4337592,Aeroport,3
V3-182-66,2694,4338048,Machado,43
V3-64-182,2694,4337593,Aeroport,3
V3-182-64,2694,4338049,Rafelbunyol,43
V3-64-182,2694,4337594,Aeroport,3
V3-182-66,2694,4338050,Machado,43
V3-64-182,2694,4337595,Aeroport,3
V3-182-64,2694,4338051,Rafelbunyol,43
V3-182-66,2694,4338052,Machado,43
V3-64-182,2694,4337596,Aeroport,3
V3-182-64,2694,4338053,Rafelbunyol,43
V3-64-182,2694,4337597,Aeroport,3
V3-64-182,2694,4337598,Aeroport,3
V4-102-94,2694,4338634,Vicent Andrés Estellés,25
V4-98-95,2694,4338385,Dr. Lluch,5
V4-102-98,2694,4338632,Vicent Andrés Estellés,25
V4-98-95,2694,4338384,Dr. Lluch,5
V4-114-98,2694,4338630,Mas del Rosari,25
V4-98-95,2694,4338383,Dr. Lluch,5
V4-102-98,2694,4338629,Vicent Andrés Estellés,25
V4-98-95,2694,4338382,Dr. Lluch,5
V4-114-98,2694,4338626,Mas del Rosari,25
V4-98-95,2694,4338380,Dr. Lluch,5
V4-102-94,2694,4338625,Vicent Andrés Estellés,25
V4-98-102,2694,4338379,Dr. Lluch,5
V4-102-98,2694,4338624,Vicent Andrés Estellés,25
V4-98-102,2694,4338377,Dr. Lluch,5
V4-114-98,2694,4338622,Mas del Rosari,25
V4-98-95,2694,4338374,Dr. Lluch,5
V4-102-94,2694,4338620,Vicent Andrés Estellés,25
V4-98-114,2694,4338373,Dr. Lluch,5
V4-102-98,2694,4338619,Vicent Andrés Estellés,25
V4-98-95,2694,4338371,Dr. Lluch,5
V4-114-98,2694,4338616,Mas del Rosari,25
V4-98-102,2694,4338369,Dr. Lluch,5
V4-102-98,2694,4338615,Vicent Andrés Estellés,25
V4-98-102,2694,4338367,Dr. Lluch,5
V4-102-98,2694,4338613,Vicent Andrés Estellés,25
V4-98-114,2694,4338365,Dr. Lluch,5
V4-114-98,2694,4338611,Mas del Rosari,25
V4-98-102,2694,4338361,Dr. Lluch,5
V4-102-98,2694,4338609,Vicent Andrés Estellés,25
V4-98-102,2694,4338360,Dr. Lluch,5
V4-102-98,2694,4338608,Vicent Andrés Estellés,25
V4-98-114,2694,4338358,Dr. Lluch,5
V4-114-98,2694,4338604,Mas del Rosari,25
V4-98-102,2694,4338355,Dr. Lluch,5
V4-102-98,2694,4338603,Vicent Andrés Estellés,25
V4-98-102,2694,4338353,Dr. Lluch,5
V4-102-98,2694,4338600,Vicent Andrés Estellés,25
V4-98-114,2694,4338351,Dr. Lluch,5
V4-114-98,2694,4338598,Mas del Rosari,25
V4-98-102,2694,4338348,Dr. Lluch,5
V4-102-98,2694,4338596,Vicent Andrés Estellés,25
V4-98-102,2694,4338346,Dr. Lluch,5
V4-102-98,2694,4338595,Vicent Andrés Estellés,25
V4-98-114,2694,4338344,Dr. Lluch,5
V4-114-98,2694,4338590,Mas del Rosari,25
V4-98-102,2694,4338341,Dr. Lluch,5
V4-102-98,2694,4338589,Vicent Andrés Estellés,25
V4-98-102,2694,4338339,Dr. Lluch,5
V4-102-98,2694,4338587,Vicent Andrés Estellés,25
V4-98-114,2694,4338337,Dr. Lluch,5
V4-114-98,2694,4338584,Mas del Rosari,25
V4-98-102,2694,4338333,Dr. Lluch,5
V4-102-98,2694,4338582,Vicent Andrés Estellés,25
V4-98-102,2694,4338332,Dr. Lluch,5
V4-102-98,2694,4338580,Vicent Andrés Estellés,25
V4-98-114,2694,4338330,Dr. Lluch,5
V4-114-98,2694,4338576,Mas del Rosari,25
V4-98-102,2694,4338327,Dr. Lluch,5
V4-102-98,2694,4338575,Vicent Andrés Estellés,25
V4-98-102,2694,4338325,Dr. Lluch,5
V4-102-98,2694,4338573,Vicent Andrés Estellés,25
V4-98-114,2694,4338323,Dr. Lluch,5
V4-114-98,2694,4338570,Mas del Rosari,25
V4-98-102,2694,4338320,Dr. Lluch,5
V4-102-98,2694,4338568,Vicent Andrés Estellés,25
V4-98-102,2694,4338318,Dr. Lluch,5
V4-102-98,2694,4338567,Vicent Andrés Estellés,25
V4-98-114,2694,4338316,Dr. Lluch,5
V4-114-98,2694,4338564,Mas del Rosari,25
V4-98-102,2694,4338313,Dr. Lluch,5
V4-102-98,2694,4338563,Vicent Andrés Estellés,25
V4-98-102,2694,4338311,Dr. Lluch,5
V4-102-98,2694,4338561,Vicent Andrés Estellés,25
V4-98-114,2694,4338309,Dr. Lluch,5
V4-114-98,2694,4338556,Mas del Rosari,25
V4-98-102,2694,4338305,Dr. Lluch,5
V4-102-98,2694,4338553,Vicent Andrés Estellés,25
V4-98-102,2694,4338304,Dr. Lluch,5
V4-102-98,2694,4338552,Vicent Andrés Estellés,25
V4-98-114,2694,4338302,Dr. Lluch,5
V4-114-98,2694,4338548,Mas del Rosari,25
V4-98-102,2694,4338299,Dr. Lluch,5
V4-102-98,2694,4338547,Vicent Andrés Estellés,25
V4-98-102,2694,4338297,Dr. Lluch,5
V4-102-98,2694,4338545,Vicent Andrés Estellés,25
V4-98-114,2694,4338295,Dr. Lluch,5
V4-114-98,2694,4338542,Mas del Rosari,25
V4-98-102,2694,4338292,Dr. Lluch,5
V4-102-98,2694,4338539,Vicent Andrés Estellés,25
V4-98-102,2694,4338290,Dr. Lluch,5
V4-102-98,2694,4338538,Vicent Andrés Estellés,25
V4-98-114,2694,4338638,Dr. Lluch,5
V4-114-98,2694,4338535,Mas del Rosari,25
V4-98-102,2694,4338639,Dr. Lluch,5
V4-102-98,2694,4338534,Vicent Andrés Estellés,25
V4-98-102,2694,4338641,Dr. Lluch,5
V4-102-98,2694,4338531,Vicent Andrés Estellés,25
V4-98-114,2694,4338643,Dr. Lluch,5
V4-114-98,2694,4338530,Mas del Rosari,25
V4-98-102,2694,4338647,Dr. Lluch,5
V4-102-98,2694,4338528,Vicent Andrés Estellés,25
V4-98-102,2694,4338648,Dr. Lluch,5
V4-102-98,2694,4338526,Vicent Andrés Estellés,25
V4-98-114,2694,4338650,Dr. Lluch,5
V4-114-98,2694,4338522,Mas del Rosari,25
V4-98-102,2694,4338653,Dr. Lluch,5
V4-102-98,2694,4338521,Vicent Andrés Estellés,25
V4-98-102,2694,4338655,Dr. Lluch,5
V4-102-98,2694,4338519,Vicent Andrés Estellés,25
V4-98-114,2694,4338657,Dr. Lluch,5
V4-114-98,2694,4338514,Mas del Rosari,25
V4-98-102,2694,4338660,Dr. Lluch,5
V4-102-98,2694,4338510,Vicent Andrés Estellés,25
V4-98-102,2694,4338662,Dr. Lluch,5
V4-102-98,2694,4338509,Vicent Andrés Estellés,25
V4-98-114,2694,4338664,Dr. Lluch,5
V4-114-98,2694,4338506,Mas del Rosari,25
V4-98-102,2694,4338667,Dr. Lluch,5
V4-102-98,2694,4338505,Vicent Andrés Estellés,25
V4-98-102,2694,4338669,Dr. Lluch,5
V4-102-98,2694,4338503,Vicent Andrés Estellés,25
V4-87-98,2694,4338671,Dr. Lluch,5
V4-114-98,2694,4338500,Mas del Rosari,25
V4-102-98,2694,4338674,Dr. Lluch,25
V4-102-98,2694,4338498,Vicent Andrés Estellés,25
V4-102-98,2694,4338676,Dr. Lluch,25
V4-102-98,2694,4338496,Vicent Andrés Estellés,25
V4-114-98,2694,4338678,Dr. Lluch,25
V4-114-98,2694,4338492,Mas del Rosari,25
V4-102-98,2694,4338681,Dr. Lluch,25
V4-102-98,2694,4338491,Vicent Andrés Estellés,25
V4-102-98,2694,4338683,Dr. Lluch,25
V4-102-98,2694,4338489,Vicent Andrés Estellés,25
V4-114-98,2694,4338685,Dr. Lluch,25
V4-114-98,2694,4338486,Mas del Rosari,25
V4-102-98,2694,4338688,Dr. Lluch,25
V4-102-98,2694,4338484,Vicent Andrés Estellés,25
V4-102-98,2694,4338690,Dr. Lluch,25
V4-102-98,2694,4338482,Vicent Andrés Estellés,25
V4-114-98,2694,4338692,Dr. Lluch,25
V4-114-98,2694,4338478,Mas del Rosari,25
V4-102-98,2694,4338695,Dr. Lluch,25
V4-102-98,2694,4338477,Vicent Andrés Estellés,25
V4-102-98,2694,4338697,Dr. Lluch,25
V4-102-98,2694,4338475,Vicent Andrés Estellés,25
V4-114-98,2694,4338699,Dr. Lluch,25
V4-114-98,2694,4338472,Mas del Rosari,25
V4-102-98,2694,4338703,Dr. Lluch,25
V4-102-98,2694,4338470,Vicent Andrés Estellés,25
V4-102-98,2694,4338704,Dr. Lluch,25
V4-102-98,2694,4338468,Vicent Andrés Estellés,25
V4-114-98,2694,4338706,Dr. Lluch,25
V4-114-98,2694,4338465,Mas del Rosari,25
V4-102-98,2694,4338709,Dr. Lluch,25
V4-102-98,2694,4338463,Vicent Andrés Estellés,25
V4-102-98,2694,4338711,Dr. Lluch,25
V4-102-98,2694,4338461,Vicent Andrés Estellés,25
V4-114-98,2694,4338713,Dr. Lluch,25
V4-114-98,2694,4338458,Mas del Rosari,25
V4-102-98,2694,4338717,Dr. Lluch,25
V4-102-98,2694,4338456,Vicent Andrés Estellés,25
V4-102-98,2694,4338718,Dr. Lluch,25
V4-102-98,2694,4338454,Vicent Andrés Estellés,25
V4-114-98,2694,4338720,Dr. Lluch,25
V4-114-98,2694,4338450,Mas del Rosari,25
V4-102-98,2694,4338723,Dr. Lluch,25
V4-102-98,2694,4338449,Vicent Andrés Estellés,25
V4-102-98,2694,4338725,Dr. Lluch,25
V4-102-98,2694,4338447,Vicent Andrés Estellés,25
V4-114-98,2694,4338727,Dr. Lluch,25
V4-114-98,2694,4338444,Mas del Rosari,25
V4-102-98,2694,4338731,Dr. Lluch,25
V4-102-98,2694,4338441,Vicent Andrés Estellés,25
V4-102-98,2694,4338732,Dr. Lluch,25
V4-102-98,2694,4338440,Vicent Andrés Estellés,25
V4-114-98,2694,4338734,Dr. Lluch,25
V4-114-98,2694,4338437,Mas del Rosari,25
V4-102-98,2694,4338737,Dr. Lluch,25
V4-102-98,2694,4338436,Vicent Andrés Estellés,25
V4-102-98,2694,4338739,Dr. Lluch,25
V4-102-98,2694,4338434,Vicent Andrés Estellés,25
V4-114-98,2694,4338741,Dr. Lluch,25
V4-114-98,2694,4338430,Mas del Rosari,25
V4-102-98,2694,4338745,Dr. Lluch,25
V4-102-98,2694,4338428,Vicent Andrés Estellés,25
V4-102-98,2694,4338746,Dr. Lluch,25
V4-102-98,2694,4338426,Vicent Andrés Estellés,25
V4-114-98,2694,4338748,Dr. Lluch,25
V4-114-98,2694,4338423,Mas del Rosari,25
V4-102-98,2694,4338751,Dr. Lluch,25
V4-102-98,2694,4338421,Vicent Andrés Estellés,25
V4-102-98,2694,4338753,Dr. Lluch,25
V4-102-98,2694,4338419,Vicent Andrés Estellés,25
V4-114-98,2694,4338755,Dr. Lluch,25
V4-114-98,2694,4338416,Mas del Rosari,25
V4-102-98,2694,4338758,Dr. Lluch,25
V4-102-98,2694,4338413,Vicent Andrés Estellés,25
V4-102-98,2694,4338760,Dr. Lluch,25
V4-114-98,2694,4338762,Dr. Lluch,25
V4-114-98,2694,4338411,Mas del Rosari,25
V4-102-98,2694,4338764,Dr. Lluch,25
V4-102-98,2694,4338767,Dr. Lluch,25
V4-114-98,2694,4338768,Dr. Lluch,25
V4-102-98,2694,4338405,Vicent Andrés Estellés,25
V4-102-98,2694,4338772,Dr. Lluch,25
V4-102-98,2694,4338774,Dr. Lluch,25
V4-114-98,2694,4338775,Dr. Lluch,25
V4-102-98,2694,4338402,Vicent Andrés Estellés,25
V4-114-98,2694,4338779,Dr. Lluch,25
V4-102-98,2694,4338780,Dr. Lluch,25
V4-102-98,2694,4338783,Dr. Lluch,25
V4-102-98,2694,4338399,Vicent Andrés Estellés,25
V4-95-98,2694,4338786,Dr. Lluch,5
V4-102-98,2694,4338787,Dr. Lluch,25
V4-102-98,2694,4338396,Vicent Andrés Estellés,25
V4-102-98,2694,4338790,Dr. Lluch,25
V4-102-98,2694,4338793,Dr. Lluch,25
V4-102-98,2694,4338393,Vicent Andrés Estellés,25
V4-102-98,2694,4338795,Dr. Lluch,25
V4-102-98,2694,4338390,Vicent Andrés Estellés,25
V4-114-98,2694,4338387,Mas del Rosari,25
V4-115-94,2694,4338631,Ll. Llarga - Terramelar,25
V4-29-115,2694,4338375,Empalme,5
V4-115-29,2694,4338628,Ll. Llarga - Terramelar,25
V4-29-115,2694,4338372,Empalme,5
V4-115-29,2694,4338623,Ll. Llarga - Terramelar,25
V4-29-115,2694,4338364,Empalme,5
V4-115-29,2694,4338617,Ll. Llarga - Terramelar,25
V4-29-115,2694,4338356,Empalme,5
V4-115-29,2694,4338612,Ll. Llarga - Terramelar,25
