route_id,service_id,trip_id,trip_headsign,shape_id
V10-194-190,2531,4360831,Alacant,73
V10-190-194,2531,4360702,Ciutat Arts i Ciències - Justícia,74
V1-17-39,2531,4359737,Bétera,48
V10-197-190,2531,4360832,Alacant,73
V10-190-197,2531,4360703,Natzaret,74
V10-194-190,2531,4360833,Alacant,73
V10-190-194,2531,4360704,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360834,Alacant,73
V10-190-197,2531,4360705,Natzaret,74
V10-194-190,2531,4360835,Alacant,73
V10-190-194,2531,4360706,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360836,Alacant,73
V10-190-197,2531,4360707,Natzaret,74
V1-29-1,2531,4359304,Castelló,2
V10-194-190,2531,4360837,Alacant,73
V10-190-194,2531,4360708,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360838,Alacant,73
V10-190-197,2531,4360709,Natzaret,74
V10-194-190,2531,4360839,Alacant,73
V10-190-194,2531,4360710,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360840,Alacant,73
V10-190-197,2531,4360711,Natzaret,74
V10-194-190,2531,4360841,Alacant,73
V10-190-194,2531,4360712,Ciutat Arts i Ciències - Justícia,74
V1-20-29,2531,4359738,Empalme,48
V10-197-190,2531,4360842,Alacant,73
V10-190-197,2531,4360713,Natzaret,74
V10-194-190,2531,4360843,Alacant,73
V10-190-194,2531,4360714,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360844,Alacant,73
V10-190-197,2531,4360715,Natzaret,74
V10-194-190,2531,4360845,Alacant,73
V10-190-194,2531,4360716,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360846,Alacant,73
V10-190-197,2531,4360717,Natzaret,74
V10-194-190,2531,4360847,Alacant,73
V10-190-194,2531,4360718,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360848,Alacant,73
V10-190-197,2531,4360719,Natzaret,74
V10-194-190,2531,4360849,Alacant,73
V10-190-194,2531,4360720,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360850,Alacant,73
V10-190-197,2531,4360721,Natzaret,74
V10-194-190,2531,4360851,Alacant,73
V10-190-194,2531,4360722,Ciutat Arts i Ciències - Justícia,74
V1-13-36,2531,4359739,Seminari - CEU,48
V10-197-190,2531,4360852,Alacant,73
V10-190-197,2531,4360723,Natzaret,74
V10-194-190,2531,4360853,Alacant,73
V10-190-194,2531,4360724,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360854,Alacant,73
V10-190-197,2531,4360725,Natzaret,74
V10-194-190,2531,4360855,Alacant,73
V10-190-194,2531,4360726,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360856,Alacant,73
V10-190-197,2531,4360727,Natzaret,74
V1-36-17,2531,4359305,Torrent,2
V10-194-190,2531,4360857,Alacant,73
V10-190-194,2531,4360728,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360858,Alacant,73
V10-190-197,2531,4360729,Natzaret,74
V10-194-190,2531,4360859,Alacant,73
V10-190-194,2531,4360730,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360860,Alacant,73
V10-190-197,2531,4360731,Natzaret,74
V10-194-190,2531,4360861,Alacant,73
V10-190-194,2531,4360732,Ciutat Arts i Ciències - Justícia,74
V1-17-39,2531,4359740,Bétera,48
V10-197-190,2531,4360862,Alacant,73
V10-190-197,2531,4360733,Natzaret,74
V10-194-190,2531,4360863,Alacant,73
V10-190-194,2531,4360734,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360864,Alacant,73
V10-190-197,2531,4360735,Natzaret,74
V10-194-190,2531,4360865,Alacant,73
V10-190-194,2531,4360736,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360866,Alacant,73
V10-190-197,2531,4360737,Natzaret,74
V1-39-17,2531,4359306,Torrent,2
V10-194-190,2531,4360867,Alacant,73
V10-190-194,2531,4360738,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360868,Alacant,73
V10-190-197,2531,4360739,Natzaret,74
V10-194-190,2531,4360869,Alacant,73
V10-190-194,2531,4360740,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360870,Alacant,73
V10-190-197,2531,4360741,Natzaret,74
V10-194-190,2531,4360871,Alacant,73
V10-190-194,2531,4360742,Ciutat Arts i Ciències - Justícia,74
V1-13-39,2531,4359741,Bétera,48
V10-197-190,2531,4360872,Alacant,73
V10-190-197,2531,4360743,Natzaret,74
V10-194-190,2531,4360873,Alacant,73
V10-190-194,2531,4360744,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360874,Alacant,73
V10-190-197,2531,4360745,Natzaret,74
V10-194-190,2531,4360875,Alacant,73
V10-190-194,2531,4360746,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360876,Alacant,73
V10-190-197,2531,4360747,Natzaret,74
V1-29-1,2531,4359307,Castelló,2
V10-194-190,2531,4360877,Alacant,73
V10-190-194,2531,4360748,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360878,Alacant,73
V10-190-197,2531,4360749,Natzaret,74
V10-194-190,2531,4360879,Alacant,73
V10-190-194,2531,4360750,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360880,Alacant,73
V10-190-197,2531,4360751,Natzaret,74
V10-194-190,2531,4360881,Alacant,73
V10-190-194,2531,4360752,Ciutat Arts i Ciències - Justícia,74
V1-17-36,2531,4359742,Seminari - CEU,48
V10-197-190,2531,4360882,Alacant,73
V10-190-197,2531,4360753,Natzaret,74
V10-194-190,2531,4360883,Alacant,73
V10-190-194,2531,4360754,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360884,Alacant,73
V10-190-197,2531,4360755,Natzaret,74
V10-194-190,2531,4360885,Alacant,73
V10-190-194,2531,4360756,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360886,Alacant,73
V10-190-197,2531,4360757,Natzaret,74
V10-194-190,2531,4360887,Alacant,73
V10-190-194,2531,4360758,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360888,Alacant,73
V10-190-197,2531,4360759,Natzaret,74
V10-194-190,2531,4360889,Alacant,73
V10-190-194,2531,4360760,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2531,4360890,Alacant,73
V10-190-197,2531,4360761,Natzaret,74
V10-194-190,2531,4360891,Alacant,73
V10-190-194,2531,4360762,Ciutat Arts i Ciències - Justícia,74
V1-5-39,2531,4359743,Bétera,48
V10-197-190,2531,4360892,Alacant,73
V10-190-197,2531,4360763,Natzaret,74
V10-197-190,2531,4360893,Alacant,73
V10-190-197,2531,4360764,Natzaret,74
V10-197-190,2531,4360894,Alacant,73
V10-190-197,2531,4360765,Natzaret,74
V10-197-190,2531,4360895,Alacant,73
V10-190-197,2531,4360766,Natzaret,74
V10-197-190,2531,4360896,Alacant,73
V10-190-197,2531,4360767,Natzaret,74
V1-39-13,2531,4359308,Picassent,2
V10-197-190,2531,4360897,Alacant,73
V1-17-36,2531,4359744,Seminari - CEU,48
V1-39-17,2531,4359309,Torrent,2
V1-1-39,2531,4359745,Bétera,48
V1-36-1,2531,4359310,Castelló,2
V1-17-36,2531,4359746,Seminari - CEU,48
V1-39-13,2531,4359311,Picassent,2
V1-13-36,2531,4359747,Seminari - CEU,48
V1-36-17,2531,4359312,Torrent,2
V1-17-39,2531,4359748,Bétera,48
V1-39-20,2531,4359313,València Sud,2
V1-1-36,2531,4359749,Seminari - CEU,48
V1-36-1,2531,4359314,Castelló,2
V1-17-39,2531,4359750,Bétera,48
V1-39-17,2531,4359315,Torrent,2
V1-36-13,2531,4359316,Picassent,2
V1-13-36,2531,4359751,Seminari - CEU,48
V1-39-17,2531,4359317,Torrent,2
V1-1-39,2531,4359752,Bétera,48
V1-36-1,2531,4359318,Castelló,2
V1-17-36,2531,4359753,Seminari - CEU,48
V1-39-17,2531,4359319,Torrent,2
V1-36-17,2531,4359320,Torrent,2
V1-13-39,2531,4359754,Bétera,48
V1-1-36,2531,4359755,Seminari - CEU,48
V1-39-1,2531,4359321,Castelló,2
V1-17-36,2531,4359756,Seminari - CEU,48
V1-36-17,2531,4359322,Torrent,2
V1-17-39,2531,4359757,Bétera,48
V1-39-17,2531,4359323,Torrent,2
V1-1-36,2531,4359758,Seminari - CEU,48
V1-36-1,2531,4359324,Castelló,2
V1-17-36,2531,4359759,Seminari - CEU,48
V1-39-17,2531,4359325,Torrent,2
V1-17-39,2531,4359760,Bétera,48
V1-36-17,2531,4359326,Torrent,2
V1-1-36,2531,4359761,Seminari - CEU,48
V1-36-1,2531,4359327,Castelló,2
V1-17-39,2531,4359762,Bétera,48
V1-39-17,2531,4359328,Torrent,2
V1-17-36,2531,4359763,Seminari - CEU,48
V1-36-17,2531,4359329,Torrent,2
V1-1-39,2531,4359764,Bétera,48
V1-36-1,2531,4359330,Castelló,2
V1-17-36,2531,4359765,Seminari - CEU,48
V1-39-17,2531,4359331,Torrent,2
V1-17-39,2531,4359766,Bétera,48
V1-36-17,2531,4359332,Torrent,2
V1-1-36,2531,4359767,Seminari - CEU,48
V1-39-1,2531,4359333,Castelló,2
V1-17-39,2531,4359768,Bétera,48
V1-36-13,2531,4359334,Picassent,2
V1-20-36,2531,4359769,Seminari - CEU,48
V1-39-17,2531,4359335,Torrent,2
V1-17-39,2531,4359770,Bétera,48
V1-36-1,2531,4359336,Castelló,2
V1-39-13,2531,4359337,Picassent,2
V1-1-36,2531,4359771,Seminari - CEU,48
V1-36-17,2531,4359338,Torrent,2
V1-17-39,2531,4359772,Bétera,48
V1-39-1,2531,4359339,Castelló,2
V1-13-39,2531,4359773,Bétera,48
V1-36-20,2531,4359340,València Sud,2
V1-20-36,2531,4359774,Seminari - CEU,48
V1-1-36,2531,4359775,Seminari - CEU,48
V1-39-13,2531,4359341,Picassent,2
V1-36-17,2531,4359342,Torrent,2
V1-17-39,2531,4359776,Bétera,48
V1-39-1,2531,4359343,Castelló,2
V1-13-39,2531,4359777,Bétera,48
V1-39-13,2531,4359344,Picassent,2
V1-1-36,2531,4359778,Seminari - CEU,48
V1-36-20,2531,4359345,València Sud,2
V1-17-39,2531,4359779,Bétera,48
V1-36-17,2531,4359346,Torrent,2
V1-13-36,2531,4359780,Seminari - CEU,48
V1-39-1,2531,4359347,Castelló,2
V1-1-39,2531,4359781,Bétera,48
V1-39-17,2531,4359348,Torrent,2
V1-36-17,2531,4359349,Torrent,2
V1-17-36,2531,4359782,Seminari - CEU,48
V1-39-1,2531,4359350,Castelló,2
V1-13-39,2531,4359783,Bétera,48
V1-36-17,2531,4359351,Torrent,2
V1-1-36,2531,4359784,Seminari - CEU,48
V1-39-17,2531,4359352,Torrent,2
V1-17-36,2531,4359785,Seminari - CEU,48
V1-36-1,2531,4359353,Castelló,2
V1-17-39,2531,4359786,Bétera,48
V1-39-17,2531,4359354,Torrent,2
V1-36-17,2531,4359355,Torrent,2
V1-1-36,2531,4359787,Seminari - CEU,48
V1-36-1,2531,4359356,Castelló,2
V1-17-36,2531,4359788,Seminari - CEU,48
V1-17-39,2531,4359789,Bétera,48
V1-39-17,2531,4359357,Torrent,2
V1-1-36,2531,4359790,Seminari - CEU,48
V1-36-17,2531,4359358,Torrent,2
V1-17-39,2531,4359791,Bétera,48
V1-36-1,2531,4359359,Castelló,2
V1-17-36,2531,4359792,Seminari - CEU,48
V1-39-17,2531,4359360,Torrent,2
V1-1-39,2531,4359793,Bétera,48
V1-36-17,2531,4359361,Torrent,2
V1-39-1,2531,4359362,Castelló,2
V1-17-36,2531,4359794,Seminari - CEU,48
V1-36-13,2531,4359363,Picassent,2
V1-17-39,2531,4359795,Bétera,48
V1-1-36,2531,4359796,Seminari - CEU,48
V1-39-17,2531,4359364,Torrent,2
V1-36-1,2531,4359365,Castelló,2
V1-17-39,2531,4359797,Bétera,48
V1-36-13,2531,4359366,Picassent,2
V1-17-36,2531,4359798,Seminari - CEU,48
V1-1-39,2531,4359799,Bétera,48
V1-39-17,2531,4359367,Torrent,2
V1-17-36,2531,4359800,Seminari - CEU,48
V1-36-1,2531,4359368,Castelló,2
V1-13-39,2531,4359801,Bétera,48
V1-39-13,2531,4359369,Picassent,2
V1-39-17,2531,4359370,Torrent,2
V1-1-36,2531,4359802,Seminari - CEU,48
V1-36-5,2531,4359371,L'Alcúdia,2
V1-17-39,2531,4359803,Bétera,48
V1-13-29,2531,4359804,Empalme,48
V1-39-17,2531,4359372,Torrent,2
V1-1-36,2531,4359805,Seminari - CEU,48
V1-36-13,2531,4359373,Picassent,2
V1-17-39,2531,4359806,Bétera,48
V1-39-20,2531,4359374,València Sud,2
V1-13-20,2531,4359807,València Sud,2
V1-39-107,2531,4359377,Torrent Avinguda,2
V2-20-107,2531,4359378,Torrent Avinguda,1
V2-20-54,2531,4359810,Llíria,47
V2-20-107,2531,4359379,Torrent Avinguda,1
V2-20-44,2531,4359811,Paterna,47
V2-107-54,2531,4359812,Llíria,47
V2-44-107,2531,4359380,Torrent Avinguda,1
V2-20-107,2531,4359381,Torrent Avinguda,1
V2-20-54,2531,4359813,Llíria,47
V2-44-107,2531,4359382,Torrent Avinguda,1
V2-20-107,2531,4359383,Torrent Avinguda,1
V2-107-54,2531,4359814,Llíria,47
V2-44-107,2531,4359384,Torrent Avinguda,1
V2-20-54,2531,4359815,Llíria,47
V2-54-107,2531,4359385,Torrent Avinguda,1
V2-20-44,2531,4359816,Paterna,47
V2-44-107,2531,4359386,Torrent Avinguda,1
V2-107-54,2531,4359817,Llíria,47
V2-54-107,2531,4359387,Torrent Avinguda,1
V2-107-54,2531,4359818,Llíria,47
V2-54-107,2531,4359388,Torrent Avinguda,1
V2-107-54,2531,4359819,Llíria,47
V2-54-107,2531,4359389,Torrent Avinguda,1
V2-107-54,2531,4359820,Llíria,47
V2-54-107,2531,4359390,Torrent Avinguda,1
V2-107-54,2531,4359821,Llíria,47
V2-54-107,2531,4359391,Torrent Avinguda,1
V2-107-44,2531,4359822,Paterna,47
V2-44-20,2531,4359392,València Sud,1
V2-107-54,2531,4359823,Llíria,47
V2-54-107,2531,4359393,Torrent Avinguda,1
V2-107-44,2531,4359824,Paterna,47
V2-54-107,2531,4359394,Torrent Avinguda,1
V2-107-54,2531,4359825,Llíria,47
V2-44-20,2531,4359395,València Sud,1
V2-107-44,2531,4359826,Paterna,47
V2-54-107,2531,4359396,Torrent Avinguda,1
V2-107-54,2531,4359827,Llíria,47
V2-54-107,2531,4359397,Torrent Avinguda,1
V2-107-44,2531,4359828,Paterna,47
V2-44-107,2531,4359398,Torrent Avinguda,1
V2-107-54,2531,4359829,Llíria,47
V2-54-107,2531,4359399,Torrent Avinguda,1
V2-107-44,2531,4359830,Paterna,47
V2-44-107,2531,4359400,Torrent Avinguda,1
V2-107-54,2531,4359831,Llíria,47
V2-54-107,2531,4359401,Torrent Avinguda,1
V2-107-44,2531,4359832,Paterna,47
V2-44-107,2531,4359402,Torrent Avinguda,1
V2-107-54,2531,4359833,Llíria,47
V2-54-107,2531,4359403,Torrent Avinguda,1
V2-107-44,2531,4359834,Paterna,47
V2-44-107,2531,4359404,Torrent Avinguda,1
V2-107-54,2531,4359835,Llíria,47
V2-54-107,2531,4359405,Torrent Avinguda,1
V2-107-44,2531,4359836,Paterna,47
V2-44-107,2531,4359406,Torrent Avinguda,1
V2-107-54,2531,4359837,Llíria,47
V2-54-107,2531,4359407,Torrent Avinguda,1
V2-107-44,2531,4359838,Paterna,47
V2-44-107,2531,4359408,Torrent Avinguda,1
V2-107-54,2531,4359839,Llíria,47
V2-54-107,2531,4359409,Torrent Avinguda,1
V2-107-44,2531,4359840,Paterna,47
V2-44-107,2531,4359410,Torrent Avinguda,1
V2-107-54,2531,4359841,Llíria,47
V2-54-107,2531,4359411,Torrent Avinguda,1
V2-107-44,2531,4359842,Paterna,47
V2-44-107,2531,4359412,Torrent Avinguda,1
V2-107-54,2531,4359843,Llíria,47
V2-54-107,2531,4359413,Torrent Avinguda,1
V2-107-44,2531,4359844,Paterna,47
V2-44-107,2531,4359414,Torrent Avinguda,1
V2-107-54,2531,4359845,Llíria,47
V2-54-107,2531,4359415,Torrent Avinguda,1
V2-107-54,2531,4359846,Llíria,47
V2-44-107,2531,4359416,Torrent Avinguda,1
V2-20-44,2531,4359847,Paterna,47
V2-54-107,2531,4359417,Torrent Avinguda,1
V2-107-54,2531,4359848,Llíria,47
V2-44-107,2531,4359418,Torrent Avinguda,1
V2-20-44,2531,4359849,Paterna,47
V2-54-107,2531,4359419,Torrent Avinguda,1
V2-107-54,2531,4359850,Llíria,47
V2-44-107,2531,4359420,Torrent Avinguda,1
V2-107-54,2531,4359851,Llíria,47
V2-54-107,2531,4359421,Torrent Avinguda,1
V2-107-44,2531,4359852,Paterna,47
V2-44-20,2531,4359422,València Sud,1
V2-107-54,2531,4359853,Llíria,47
V2-54-107,2531,4359423,Torrent Avinguda,1
V2-107-44,2531,4359854,Paterna,47
V2-54-107,2531,4359424,Torrent Avinguda,1
V2-107-54,2531,4359855,Llíria,47
V2-44-20,2531,4359425,València Sud,1
V2-107-44,2531,4359856,Paterna,47
V2-54-107,2531,4359426,Torrent Avinguda,1
V2-107-54,2531,4359857,Llíria,47
V2-54-107,2531,4359427,Torrent Avinguda,1
V2-107-44,2531,4359858,Paterna,47
V2-44-107,2531,4359428,Torrent Avinguda,1
V2-107-54,2531,4359859,Llíria,47
V2-54-107,2531,4359429,Torrent Avinguda,1
V2-107-44,2531,4359860,Paterna,47
V2-44-107,2531,4359430,Torrent Avinguda,1
V2-107-54,2531,4359861,Llíria,47
V2-54-107,2531,4359431,Torrent Avinguda,1
V2-107-44,2531,4359862,Paterna,47
V2-44-107,2531,4359432,Torrent Avinguda,1
V2-107-54,2531,4359863,Llíria,47
V2-54-107,2531,4359433,Torrent Avinguda,1
V2-107-44,2531,4359864,Paterna,47
V2-44-107,2531,4359434,Torrent Avinguda,1
V2-107-54,2531,4359865,Llíria,47
V2-54-107,2531,4359435,Torrent Avinguda,1
V2-107-44,2531,4359866,Paterna,47
V2-44-107,2531,4359436,Torrent Avinguda,1
V2-107-54,2531,4359867,Llíria,47
V2-54-107,2531,4359437,Torrent Avinguda,1
V2-107-44,2531,4359868,Paterna,47
V2-44-107,2531,4359438,Torrent Avinguda,1
V2-54-107,2531,4359439,Torrent Avinguda,1
V2-107-54,2531,4359869,Llíria,47
V2-44-107,2531,4359440,Torrent Avinguda,1
V2-107-44,2531,4359870,Paterna,47
V2-54-107,2531,4359441,Torrent Avinguda,1
V2-44-107,2531,4359442,Torrent Avinguda,1
V2-107-54,2531,4359871,Llíria,47
V2-54-107,2531,4359443,Torrent Avinguda,1
V2-107-44,2531,4359872,Paterna,47
V2-44-107,2531,4359444,Torrent Avinguda,1
V2-107-54,2531,4359873,Llíria,47
V2-54-107,2531,4359445,Torrent Avinguda,1
V2-107-44,2531,4359874,Paterna,47
V2-107-54,2531,4359875,Llíria,47
V2-44-107,2531,4359446,Torrent Avinguda,1
V2-107-44,2531,4359876,Paterna,47
V2-54-107,2531,4359447,Torrent Avinguda,1
V2-107-54,2531,4359877,Llíria,47
V2-107-20,2531,4359878,València Sud,1
V2-44-20,2531,4359448,València Sud,1
V2-107-54,2531,4359879,Llíria,47
V2-54-107,2531,4359449,Torrent Avinguda,1
V2-107-29,2531,4359880,Empalme,47
V2-29-20,2531,4359450,València Sud,1
V2-107-20,2531,4359881,València Sud,1
V2-54-107,2531,4359451,Torrent Avinguda,1
V2-107-54,2531,4359882,Llíria,47
V2-54-107,2531,4359452,Torrent Avinguda,1
V2-107-20,2531,4359883,València Sud,1
V2-54-20,2531,4359453,València Sud,1
V2-54-107,2531,4359454,Torrent Avinguda,1
V3-66-64,2531,4359885,Rafelbunyol,43
V3-66-182,2531,4359455,Aeroport,3
V3-73-64,2531,4359886,Rafelbunyol,43
V3-66-73,2531,4359456,Av. del Cid,3
V3-182-64,2531,4359887,Rafelbunyol,43
V3-66-182,2531,4359457,Aeroport,3
V3-182-64,2531,4359888,Rafelbunyol,43
V3-64-182,2531,4359458,Aeroport,3
V3-66-64,2531,4359889,Rafelbunyol,43
V3-64-182,2531,4359459,Aeroport,3
V3-182-64,2531,4359890,Rafelbunyol,43
V3-66-182,2531,4359460,Aeroport,3
V3-66-64,2531,4359891,Rafelbunyol,43
V3-64-182,2531,4359461,Aeroport,3
V3-182-64,2531,4359892,Rafelbunyol,43
V3-56-182,2531,4359462,Aeroport,3
V3-182-64,2531,4359893,Rafelbunyol,43
V3-64-182,2531,4359463,Aeroport,3
V3-182-64,2531,4359894,Rafelbunyol,43
V3-64-182,2531,4359464,Aeroport,3
V3-182-64,2531,4359895,Rafelbunyol,43
V3-64-182,2531,4359465,Aeroport,3
V3-182-64,2531,4359896,Rafelbunyol,43
V3-64-182,2531,4359466,Aeroport,3
V3-182-64,2531,4359897,Rafelbunyol,43
V3-64-182,2531,4359467,Aeroport,3
V3-182-64,2531,4359898,Rafelbunyol,43
V3-64-182,2531,4359468,Aeroport,3
V3-182-64,2531,4359899,Rafelbunyol,43
V3-64-182,2531,4359469,Aeroport,3
V3-182-64,2531,4359900,Rafelbunyol,43
V3-64-182,2531,4359470,Aeroport,3
V3-182-64,2531,4359901,Rafelbunyol,43
V3-64-182,2531,4359471,Aeroport,3
V3-182-64,2531,4359902,Rafelbunyol,43
V3-64-182,2531,4359472,Aeroport,3
V3-182-64,2531,4359903,Rafelbunyol,43
V3-64-182,2531,4359473,Aeroport,3
V3-182-64,2531,4359904,Rafelbunyol,43
V3-64-182,2531,4359474,Aeroport,3
V3-182-64,2531,4359905,Rafelbunyol,43
V3-64-182,2531,4359475,Aeroport,3
V3-182-64,2531,4359906,Rafelbunyol,43
V3-64-182,2531,4359476,Aeroport,3
V3-182-64,2531,4359907,Rafelbunyol,43
V3-64-182,2531,4359477,Aeroport,3
V3-182-64,2531,4359908,Rafelbunyol,43
V3-64-182,2531,4359478,Aeroport,3
V3-182-64,2531,4359909,Rafelbunyol,43
V3-64-182,2531,4359479,Aeroport,3
V3-182-64,2531,4359910,Rafelbunyol,43
V3-64-182,2531,4359480,Aeroport,3
V3-182-64,2531,4359911,Rafelbunyol,43
V3-64-182,2531,4359481,Aeroport,3
V3-182-64,2531,4359912,Rafelbunyol,43
V3-64-182,2531,4359482,Aeroport,3
V3-182-64,2531,4359913,Rafelbunyol,43
V3-64-182,2531,4359483,Aeroport,3
V3-182-64,2531,4359914,Rafelbunyol,43
V3-64-182,2531,4359484,Aeroport,3
V3-182-64,2531,4359915,Rafelbunyol,43
V3-64-182,2531,4359485,Aeroport,3
V3-182-64,2531,4359916,Rafelbunyol,43
V3-64-182,2531,4359486,Aeroport,3
V3-182-64,2531,4359917,Rafelbunyol,43
V3-64-182,2531,4359487,Aeroport,3
V3-182-64,2531,4359918,Rafelbunyol,43
V3-64-182,2531,4359488,Aeroport,3
V3-182-64,2531,4359919,Rafelbunyol,43
V3-64-182,2531,4359489,Aeroport,3
V3-182-64,2531,4359920,Rafelbunyol,43
V3-64-182,2531,4359490,Aeroport,3
V3-182-64,2531,4359921,Rafelbunyol,43
V3-64-182,2531,4359491,Aeroport,3
V3-182-64,2531,4359922,Rafelbunyol,43
V3-64-182,2531,4359492,Aeroport,3
V3-182-64,2531,4359923,Rafelbunyol,43
V3-64-182,2531,4359493,Aeroport,3
V3-182-64,2531,4359924,Rafelbunyol,43
V3-64-182,2531,4359494,Aeroport,3
V3-182-64,2531,4359925,Rafelbunyol,43
V3-64-182,2531,4359495,Aeroport,3
V3-182-64,2531,4359926,Rafelbunyol,43
V3-64-182,2531,4359496,Aeroport,3
V3-182-64,2531,4359927,Rafelbunyol,43
V3-64-182,2531,4359497,Aeroport,3
V3-182-64,2531,4359928,Rafelbunyol,43
V3-64-182,2531,4359498,Aeroport,3
V3-182-64,2531,4359929,Rafelbunyol,43
V3-64-182,2531,4359499,Aeroport,3
V3-182-64,2531,4359930,Rafelbunyol,43
V3-64-182,2531,4359500,Aeroport,3
V3-182-64,2531,4359931,Rafelbunyol,43
V3-64-182,2531,4359501,Aeroport,3
V3-182-64,2531,4359932,Rafelbunyol,43
V3-64-182,2531,4359502,Aeroport,3
V3-182-64,2531,4359933,Rafelbunyol,43
